date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,quarter,week_of_year,day_of_week,is_weekend
2011-03-13,11107,Sunday,2,3,2011,d_44,No_Event,No_Event,No_Event,No_Event,0,1,0,1,10,6,1
2011-03-14,11107,Monday,3,3,2011,d_45,No_Event,No_Event,No_Event,No_Event,0,0,1,1,11,0,0
2011-03-15,11107,Tuesday,4,3,2011,d_46,No_Event,No_Event,No_Event,No_Event,0,1,1,1,11,1,0
2011-03-16,11107,Wednesday,5,3,2011,d_47,LentWeek2,Religious,No_Event,No_Event,0,0,0,1,11,2,0
2011-03-17,11107,Thursday,6,3,2011,d_48,StPatricksDay,Cultural,No_Event,No_Event,0,0,0,1,11,3,0
2011-03-18,11107,Friday,7,3,2011,d_49,No_Event,No_Event,No_Event,No_Event,0,0,0,1,11,4,0
2011-03-19,11108,Saturday,1,3,2011,d_50,No_Event,No_Event,No_Event,No_Event,0,0,0,1,11,5,1
2011-03-20,11108,Sunday,2,3,2011,d_51,Purim End,Religious,No_Event,No_Event,0,0,0,1,11,6,1
2011-03-21,11108,Monday,3,3,2011,d_52,No_Event,No_Event,No_Event,No_Event,0,0,0,1,12,0,0
2011-03-22,11108,Tuesday,4,3,2011,d_53,No_Event,No_Event,No_Event,No_Event,0,0,0,1,12,1,0
2011-03-23,11108,Wednesday,5,3,2011,d_54,No_Event,No_Event,No_Event,No_Event,0,0,0,1,12,2,0
2011-03-24,11108,Thursday,6,3,2011,d_55,No_Event,No_Event,No_Event,No_Event,0,0,0,1,12,3,0
2011-03-25,11108,Friday,7,3,2011,d_56,No_Event,No_Event,No_Event,No_Event,0,0,0,1,12,4,0
2011-03-26,11109,Saturday,1,3,2011,d_57,No_Event,No_Event,No_Event,No_Event,0,0,0,1,12,5,1
2011-03-27,11109,Sunday,2,3,2011,d_58,No_Event,No_Event,No_Event,No_Event,0,0,0,1,12,6,1
2011-03-28,11109,Monday,3,3,2011,d_59,No_Event,No_Event,No_Event,No_Event,0,0,0,1,13,0,0
2011-03-29,11109,Tuesday,4,3,2011,d_60,No_Event,No_Event,No_Event,No_Event,0,0,0,1,13,1,0
2011-03-30,11109,Wednesday,5,3,2011,d_61,No_Event,No_Event,No_Event,No_Event,0,0,0,1,13,2,0
2011-03-31,11109,Thursday,6,3,2011,d_62,No_Event,No_Event,No_Event,No_Event,0,0,0,1,13,3,0
2011-04-01,11109,Friday,7,4,2011,d_63,No_Event,No_Event,No_Event,No_Event,1,1,0,2,13,4,0
2011-04-02,11110,Saturday,1,4,2011,d_64,No_Event,No_Event,No_Event,No_Event,1,0,1,2,13,5,1
2011-04-03,11110,Sunday,2,4,2011,d_65,No_Event,No_Event,No_Event,No_Event,1,1,1,2,13,6,1
2011-04-04,11110,Monday,3,4,2011,d_66,No_Event,No_Event,No_Event,No_Event,1,0,0,2,14,0,0
2011-04-05,11110,Tuesday,4,4,2011,d_67,No_Event,No_Event,No_Event,No_Event,1,1,1,2,14,1,0
2011-04-06,11110,Wednesday,5,4,2011,d_68,No_Event,No_Event,No_Event,No_Event,1,1,1,2,14,2,0
2011-04-07,11110,Thursday,6,4,2011,d_69,No_Event,No_Event,No_Event,No_Event,1,1,0,2,14,3,0
2011-04-08,11110,Friday,7,4,2011,d_70,No_Event,No_Event,No_Event,No_Event,1,0,1,2,14,4,0
2011-04-09,11111,Saturday,1,4,2011,d_71,No_Event,No_Event,No_Event,No_Event,1,1,1,2,14,5,1
2011-04-10,11111,Sunday,2,4,2011,d_72,No_Event,No_Event,No_Event,No_Event,1,0,0,2,14,6,1
2011-04-11,11111,Monday,3,4,2011,d_73,No_Event,No_Event,No_Event,No_Event,0,1,1,2,15,0,0
2011-04-12,11111,Tuesday,4,4,2011,d_74,No_Event,No_Event,No_Event,No_Event,0,1,1,2,15,1,0
2011-04-13,11111,Wednesday,5,4,2011,d_75,No_Event,No_Event,No_Event,No_Event,0,1,0,2,15,2,0
2011-04-14,11111,Thursday,6,4,2011,d_76,No_Event,No_Event,No_Event,No_Event,0,0,1,2,15,3,0
2011-04-15,11111,Friday,7,4,2011,d_77,No_Event,No_Event,No_Event,No_Event,0,1,1,2,15,4,0
2011-04-16,11112,Saturday,1,4,2011,d_78,No_Event,No_Event,No_Event,No_Event,0,0,0,2,15,5,1
2011-04-17,11112,Sunday,2,4,2011,d_79,No_Event,No_Event,No_Event,No_Event,0,0,0,2,15,6,1
2011-04-18,11112,Monday,3,4,2011,d_80,No_Event,No_Event,No_Event,No_Event,0,0,0,2,16,0,0
2011-04-19,11112,Tuesday,4,4,2011,d_81,No_Event,No_Event,No_Event,No_Event,0,0,0,2,16,1,0
2011-04-20,11112,Wednesday,5,4,2011,d_82,No_Event,No_Event,No_Event,No_Event,0,0,0,2,16,2,0
2011-04-21,11112,Thursday,6,4,2011,d_83,No_Event,No_Event,No_Event,No_Event,0,0,0,2,16,3,0
2011-04-22,11112,Friday,7,4,2011,d_84,No_Event,No_Event,No_Event,No_Event,0,0,0,2,16,4,0
2011-04-23,11113,Saturday,1,4,2011,d_85,No_Event,No_Event,No_Event,No_Event,0,0,0,2,16,5,1
2011-04-24,11113,Sunday,2,4,2011,d_86,OrthodoxEaster,Religious,Easter,Cultural,0,0,0,2,16,6,1
2011-04-25,11113,Monday,3,4,2011,d_87,No_Event,No_Event,No_Event,No_Event,0,0,0,2,17,0,0
2011-04-26,11113,Tuesday,4,4,2011,d_88,Pesach End,Religious,No_Event,No_Event,0,0,0,2,17,1,0
2011-04-27,11113,Wednesday,5,4,2011,d_89,No_Event,No_Event,No_Event,No_Event,0,0,0,2,17,2,0
2011-04-28,11113,Thursday,6,4,2011,d_90,No_Event,No_Event,No_Event,No_Event,0,0,0,2,17,3,0
2011-04-29,11113,Friday,7,4,2011,d_91,No_Event,No_Event,No_Event,No_Event,0,0,0,2,17,4,0
2011-04-30,11114,Saturday,1,4,2011,d_92,No_Event,No_Event,No_Event,No_Event,0,0,0,2,17,5,1
2011-05-01,11114,Sunday,2,5,2011,d_93,No_Event,No_Event,No_Event,No_Event,1,1,0,2,17,6,1
2011-05-02,11114,Monday,3,5,2011,d_94,No_Event,No_Event,No_Event,No_Event,1,0,1,2,18,0,0
2011-05-03,11114,Tuesday,4,5,2011,d_95,No_Event,No_Event,No_Event,No_Event,1,1,1,2,18,1,0
2011-05-04,11114,Wednesday,5,5,2011,d_96,No_Event,No_Event,No_Event,No_Event,1,0,0,2,18,2,0
2011-05-05,11114,Thursday,6,5,2011,d_97,Cinco De Mayo,Cultural,No_Event,No_Event,1,1,1,2,18,3,0
2011-05-06,11114,Friday,7,5,2011,d_98,No_Event,No_Event,No_Event,No_Event,1,1,1,2,18,4,0
2011-05-07,11115,Saturday,1,5,2011,d_99,No_Event,No_Event,No_Event,No_Event,1,1,0,2,18,5,1
2011-05-08,11115,Sunday,2,5,2011,d_100,Mother's day,Cultural,No_Event,No_Event,1,0,1,2,18,6,1
2011-05-09,11115,Monday,3,5,2011,d_101,No_Event,No_Event,No_Event,No_Event,1,1,1,2,19,0,0
2011-05-10,11115,Tuesday,4,5,2011,d_102,No_Event,No_Event,No_Event,No_Event,1,0,0,2,19,1,0
2011-05-11,11115,Wednesday,5,5,2011,d_103,No_Event,No_Event,No_Event,No_Event,0,1,1,2,19,2,0
2011-05-12,11115,Thursday,6,5,2011,d_104,No_Event,No_Event,No_Event,No_Event,0,1,1,2,19,3,0
2011-05-13,11115,Friday,7,5,2011,d_105,No_Event,No_Event,No_Event,No_Event,0,1,0,2,19,4,0
2011-05-14,11116,Saturday,1,5,2011,d_106,No_Event,No_Event,No_Event,No_Event,0,0,1,2,19,5,1
2011-05-15,11116,Sunday,2,5,2011,d_107,No_Event,No_Event,No_Event,No_Event,0,1,1,2,19,6,1
2011-05-16,11116,Monday,3,5,2011,d_108,No_Event,No_Event,No_Event,No_Event,0,0,0,2,20,0,0
2011-05-17,11116,Tuesday,4,5,2011,d_109,No_Event,No_Event,No_Event,No_Event,0,0,0,2,20,1,0
2011-05-18,11116,Wednesday,5,5,2011,d_110,No_Event,No_Event,No_Event,No_Event,0,0,0,2,20,2,0
2011-05-19,11116,Thursday,6,5,2011,d_111,No_Event,No_Event,No_Event,No_Event,0,0,0,2,20,3,0
2011-05-20,11116,Friday,7,5,2011,d_112,No_Event,No_Event,No_Event,No_Event,0,0,0,2,20,4,0
2011-05-21,11117,Saturday,1,5,2011,d_113,No_Event,No_Event,No_Event,No_Event,0,0,0,2,20,5,1
2011-05-22,11117,Sunday,2,5,2011,d_114,No_Event,No_Event,No_Event,No_Event,0,0,0,2,20,6,1
2011-05-23,11117,Monday,3,5,2011,d_115,No_Event,No_Event,No_Event,No_Event,0,0,0,2,21,0,0
2011-05-24,11117,Tuesday,4,5,2011,d_116,No_Event,No_Event,No_Event,No_Event,0,0,0,2,21,1,0
2011-05-25,11117,Wednesday,5,5,2011,d_117,No_Event,No_Event,No_Event,No_Event,0,0,0,2,21,2,0
2011-05-26,11117,Thursday,6,5,2011,d_118,No_Event,No_Event,No_Event,No_Event,0,0,0,2,21,3,0
2011-05-27,11117,Friday,7,5,2011,d_119,No_Event,No_Event,No_Event,No_Event,0,0,0,2,21,4,0
2011-05-28,11118,Saturday,1,5,2011,d_120,No_Event,No_Event,No_Event,No_Event,0,0,0,2,21,5,1
2011-05-29,11118,Sunday,2,5,2011,d_121,No_Event,No_Event,No_Event,No_Event,0,0,0,2,21,6,1
2011-05-30,11118,Monday,3,5,2011,d_122,MemorialDay,National,No_Event,No_Event,0,0,0,2,22,0,0
2011-05-31,11118,Tuesday,4,5,2011,d_123,NBAFinalsStart,Sporting,No_Event,No_Event,0,0,0,2,22,1,0
2011-06-01,11118,Wednesday,5,6,2011,d_124,No_Event,No_Event,No_Event,No_Event,1,1,0,2,22,2,0
2011-06-02,11118,Thursday,6,6,2011,d_125,No_Event,No_Event,No_Event,No_Event,1,0,1,2,22,3,0
2011-06-03,11118,Friday,7,6,2011,d_126,No_Event,No_Event,No_Event,No_Event,1,1,1,2,22,4,0
2011-06-04,11119,Saturday,1,6,2011,d_127,No_Event,No_Event,No_Event,No_Event,1,0,0,2,22,5,1
2011-06-05,11119,Sunday,2,6,2011,d_128,No_Event,No_Event,No_Event,No_Event,1,1,1,2,22,6,1
2011-06-06,11119,Monday,3,6,2011,d_129,No_Event,No_Event,No_Event,No_Event,1,1,1,2,23,0,0
2011-06-07,11119,Tuesday,4,6,2011,d_130,No_Event,No_Event,No_Event,No_Event,1,1,0,2,23,1,0
2011-06-08,11119,Wednesday,5,6,2011,d_131,No_Event,No_Event,No_Event,No_Event,1,0,1,2,23,2,0
2011-06-09,11119,Thursday,6,6,2011,d_132,No_Event,No_Event,No_Event,No_Event,1,1,1,2,23,3,0
2011-06-10,11119,Friday,7,6,2011,d_133,No_Event,No_Event,No_Event,No_Event,1,0,0,2,23,4,0
2011-06-11,11120,Saturday,1,6,2011,d_134,No_Event,No_Event,No_Event,No_Event,0,1,1,2,23,5,1
2011-06-12,11120,Sunday,2,6,2011,d_135,NBAFinalsEnd,Sporting,No_Event,No_Event,0,1,1,2,23,6,1
2011-06-13,11120,Monday,3,6,2011,d_136,No_Event,No_Event,No_Event,No_Event,0,1,0,2,24,0,0
2011-06-14,11120,Tuesday,4,6,2011,d_137,No_Event,No_Event,No_Event,No_Event,0,0,1,2,24,1,0
2011-06-15,11120,Wednesday,5,6,2011,d_138,No_Event,No_Event,No_Event,No_Event,0,1,1,2,24,2,0
2011-06-16,11120,Thursday,6,6,2011,d_139,No_Event,No_Event,No_Event,No_Event,0,0,0,2,24,3,0
2011-06-17,11120,Friday,7,6,2011,d_140,No_Event,No_Event,No_Event,No_Event,0,0,0,2,24,4,0
2011-06-18,11121,Saturday,1,6,2011,d_141,No_Event,No_Event,No_Event,No_Event,0,0,0,2,24,5,1
2011-06-19,11121,Sunday,2,6,2011,d_142,Father's day,Cultural,No_Event,No_Event,0,0,0,2,24,6,1
2011-06-20,11121,Monday,3,6,2011,d_143,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,0,0
2011-06-21,11121,Tuesday,4,6,2011,d_144,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,1,0
2011-06-22,11121,Wednesday,5,6,2011,d_145,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,2,0
2011-06-23,11121,Thursday,6,6,2011,d_146,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,3,0
2011-06-24,11121,Friday,7,6,2011,d_147,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,4,0
2011-06-25,11122,Saturday,1,6,2011,d_148,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,5,1
2011-06-26,11122,Sunday,2,6,2011,d_149,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,6,1
2011-06-27,11122,Monday,3,6,2011,d_150,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,0,0
2011-06-28,11122,Tuesday,4,6,2011,d_151,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,1,0
2011-06-29,11122,Wednesday,5,6,2011,d_152,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,2,0
2011-06-30,11122,Thursday,6,6,2011,d_153,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,3,0
2011-07-01,11122,Friday,7,7,2011,d_154,No_Event,No_Event,No_Event,No_Event,1,1,0,3,26,4,0
2011-07-02,11123,Saturday,1,7,2011,d_155,No_Event,No_Event,No_Event,No_Event,1,0,1,3,26,5,1
2011-07-03,11123,Sunday,2,7,2011,d_156,No_Event,No_Event,No_Event,No_Event,1,1,1,3,26,6,1
2011-07-04,11123,Monday,3,7,2011,d_157,IndependenceDay,National,No_Event,No_Event,1,0,0,3,27,0,0
2011-07-05,11123,Tuesday,4,7,2011,d_158,No_Event,No_Event,No_Event,No_Event,1,1,1,3,27,1,0
2011-07-06,11123,Wednesday,5,7,2011,d_159,No_Event,No_Event,No_Event,No_Event,1,1,1,3,27,2,0
2011-07-07,11123,Thursday,6,7,2011,d_160,No_Event,No_Event,No_Event,No_Event,1,1,0,3,27,3,0
2011-07-08,11123,Friday,7,7,2011,d_161,No_Event,No_Event,No_Event,No_Event,1,0,1,3,27,4,0
2011-07-09,11124,Saturday,1,7,2011,d_162,No_Event,No_Event,No_Event,No_Event,1,1,1,3,27,5,1
2011-07-10,11124,Sunday,2,7,2011,d_163,No_Event,No_Event,No_Event,No_Event,1,0,0,3,27,6,1
2011-07-11,11124,Monday,3,7,2011,d_164,No_Event,No_Event,No_Event,No_Event,0,1,1,3,28,0,0
2011-07-12,11124,Tuesday,4,7,2011,d_165,No_Event,No_Event,No_Event,No_Event,0,1,1,3,28,1,0
2011-07-13,11124,Wednesday,5,7,2011,d_166,No_Event,No_Event,No_Event,No_Event,0,1,0,3,28,2,0
2011-07-14,11124,Thursday,6,7,2011,d_167,No_Event,No_Event,No_Event,No_Event,0,0,1,3,28,3,0
2011-07-15,11124,Friday,7,7,2011,d_168,No_Event,No_Event,No_Event,No_Event,0,1,1,3,28,4,0
2011-07-16,11125,Saturday,1,7,2011,d_169,No_Event,No_Event,No_Event,No_Event,0,0,0,3,28,5,1
2011-07-17,11125,Sunday,2,7,2011,d_170,No_Event,No_Event,No_Event,No_Event,0,0,0,3,28,6,1
2011-07-18,11125,Monday,3,7,2011,d_171,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,0,0
2011-07-19,11125,Tuesday,4,7,2011,d_172,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,1,0
2011-07-20,11125,Wednesday,5,7,2011,d_173,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,2,0
2011-07-21,11125,Thursday,6,7,2011,d_174,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,3,0
2011-07-22,11125,Friday,7,7,2011,d_175,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,4,0
2011-07-23,11126,Saturday,1,7,2011,d_176,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,5,1
2011-07-24,11126,Sunday,2,7,2011,d_177,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,6,1
2011-07-25,11126,Monday,3,7,2011,d_178,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,0,0
2011-07-26,11126,Tuesday,4,7,2011,d_179,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,1,0
2011-07-27,11126,Wednesday,5,7,2011,d_180,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,2,0
2011-07-28,11126,Thursday,6,7,2011,d_181,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,3,0
2011-07-29,11126,Friday,7,7,2011,d_182,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,4,0
2011-07-30,11127,Saturday,1,7,2011,d_183,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,5,1
2011-07-31,11127,Sunday,2,7,2011,d_184,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,6,1
2011-08-01,11127,Monday,3,8,2011,d_185,Ramadan starts,Religious,No_Event,No_Event,1,1,0,3,31,0,0
2011-08-02,11127,Tuesday,4,8,2011,d_186,No_Event,No_Event,No_Event,No_Event,1,0,1,3,31,1,0
2011-08-03,11127,Wednesday,5,8,2011,d_187,No_Event,No_Event,No_Event,No_Event,1,1,1,3,31,2,0
2011-08-04,11127,Thursday,6,8,2011,d_188,No_Event,No_Event,No_Event,No_Event,1,0,0,3,31,3,0
2011-08-05,11127,Friday,7,8,2011,d_189,No_Event,No_Event,No_Event,No_Event,1,1,1,3,31,4,0
2011-08-06,11128,Saturday,1,8,2011,d_190,No_Event,No_Event,No_Event,No_Event,1,1,1,3,31,5,1
2011-08-07,11128,Sunday,2,8,2011,d_191,No_Event,No_Event,No_Event,No_Event,1,1,0,3,31,6,1
2011-08-08,11128,Monday,3,8,2011,d_192,No_Event,No_Event,No_Event,No_Event,1,0,1,3,32,0,0
2011-08-09,11128,Tuesday,4,8,2011,d_193,No_Event,No_Event,No_Event,No_Event,1,1,1,3,32,1,0
2011-08-10,11128,Wednesday,5,8,2011,d_194,No_Event,No_Event,No_Event,No_Event,1,0,0,3,32,2,0
2011-08-11,11128,Thursday,6,8,2011,d_195,No_Event,No_Event,No_Event,No_Event,0,1,1,3,32,3,0
2011-08-12,11128,Friday,7,8,2011,d_196,No_Event,No_Event,No_Event,No_Event,0,1,1,3,32,4,0
2011-08-13,11129,Saturday,1,8,2011,d_197,No_Event,No_Event,No_Event,No_Event,0,1,0,3,32,5,1
2011-08-14,11129,Sunday,2,8,2011,d_198,No_Event,No_Event,No_Event,No_Event,0,0,1,3,32,6,1
2011-08-15,11129,Monday,3,8,2011,d_199,No_Event,No_Event,No_Event,No_Event,0,1,1,3,33,0,0
2011-08-16,11129,Tuesday,4,8,2011,d_200,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,1,0
2011-08-17,11129,Wednesday,5,8,2011,d_201,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,2,0
2011-08-18,11129,Thursday,6,8,2011,d_202,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,3,0
2011-08-19,11129,Friday,7,8,2011,d_203,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,4,0
2011-08-20,11130,Saturday,1,8,2011,d_204,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,5,1
2011-08-21,11130,Sunday,2,8,2011,d_205,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,6,1
2011-08-22,11130,Monday,3,8,2011,d_206,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,0,0
2011-08-23,11130,Tuesday,4,8,2011,d_207,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,1,0
2011-08-24,11130,Wednesday,5,8,2011,d_208,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,2,0
2011-08-25,11130,Thursday,6,8,2011,d_209,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,3,0
2011-08-26,11130,Friday,7,8,2011,d_210,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,4,0
2011-08-27,11131,Saturday,1,8,2011,d_211,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,5,1
2011-08-28,11131,Sunday,2,8,2011,d_212,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,6,1
2011-08-29,11131,Monday,3,8,2011,d_213,No_Event,No_Event,No_Event,No_Event,0,0,0,3,35,0,0
2011-08-30,11131,Tuesday,4,8,2011,d_214,No_Event,No_Event,No_Event,No_Event,0,0,0,3,35,1,0
2011-08-31,11131,Wednesday,5,8,2011,d_215,Eid al-Fitr,Religious,No_Event,No_Event,0,0,0,3,35,2,0
2011-09-01,11131,Thursday,6,9,2011,d_216,No_Event,No_Event,No_Event,No_Event,1,1,0,3,35,3,0
2011-09-02,11131,Friday,7,9,2011,d_217,No_Event,No_Event,No_Event,No_Event,1,0,1,3,35,4,0
2011-09-03,11132,Saturday,1,9,2011,d_218,No_Event,No_Event,No_Event,No_Event,1,1,1,3,35,5,1
2011-09-04,11132,Sunday,2,9,2011,d_219,No_Event,No_Event,No_Event,No_Event,1,0,0,3,35,6,1
2011-09-05,11132,Monday,3,9,2011,d_220,LaborDay,National,No_Event,No_Event,1,1,1,3,36,0,0
2011-09-06,11132,Tuesday,4,9,2011,d_221,No_Event,No_Event,No_Event,No_Event,1,1,1,3,36,1,0
2011-09-07,11132,Wednesday,5,9,2011,d_222,No_Event,No_Event,No_Event,No_Event,1,1,0,3,36,2,0
2011-09-08,11132,Thursday,6,9,2011,d_223,No_Event,No_Event,No_Event,No_Event,1,0,1,3,36,3,0
2011-09-09,11132,Friday,7,9,2011,d_224,No_Event,No_Event,No_Event,No_Event,1,1,1,3,36,4,0
2011-09-10,11133,Saturday,1,9,2011,d_225,No_Event,No_Event,No_Event,No_Event,1,0,0,3,36,5,1
2011-09-11,11133,Sunday,2,9,2011,d_226,No_Event,No_Event,No_Event,No_Event,0,1,1,3,36,6,1
2011-09-12,11133,Monday,3,9,2011,d_227,No_Event,No_Event,No_Event,No_Event,0,1,1,3,37,0,0
2011-09-13,11133,Tuesday,4,9,2011,d_228,No_Event,No_Event,No_Event,No_Event,0,1,0,3,37,1,0
2011-09-14,11133,Wednesday,5,9,2011,d_229,No_Event,No_Event,No_Event,No_Event,0,0,1,3,37,2,0
