item_id,dept_id,cat_id,total_units_sold,total_revenue,days_with_demand,revenue_share,cumulative_revenue_share,abc_class,demand_days,average_demand_interval,cv_squared,demand_pattern
FOODS_2_029,FOODS_2,FOODS,5800,62979.74,836,0.002743703120125712,0.12170608275093218,A,836,2.3217703349282295,0.3851789329782761,Intermittent
FOODS_3_080,FOODS_3,FOODS,39673,62934.340000000004,1935,0.0027417252757958735,0.12444780802672806,A,1935,1.0031007751937984,0.13981708052164596,Smooth
HOUSEHOLD_1_272,HOUSEHOLD_1,HOUSEHOLD,6218,61993.46000000001,1386,0.002700735976829827,0.12714854400355788,A,1386,1.4004329004329004,0.3621887008861862,Intermittent
FOODS_3_329,FOODS_3,FOODS,20750,61835.0,916,0.0026938326902107472,0.12984237669376864,A,916,2.118995633187773,0.2625961070787594,Intermittent
FOODS_3_555,FOODS_3,FOODS,38446,61281.68,1935,0.0026697273857044417,0.1325121040794731,A,1935,1.0031007751937984,0.1517457885380918,Smooth
FOODS_3_607,FOODS_3,FOODS,27236,60881.28,1346,0.0026522840185311514,0.13516438809800424,A,1346,1.4420505200594353,0.42871941181030926,Intermittent
FOODS_3_764,FOODS_3,FOODS,20205,60210.9,1338,0.0026230790123232843,0.13778746711032752,A,1338,1.4506726457399104,0.29124164469059627,Intermittent
HOUSEHOLD_1_053,HOUSEHOLD_1,HOUSEHOLD,3999,59924.280000000006,1361,0.002610592454133453,0.14039805956446097,A,1361,1.426157237325496,0.3821314239979023,Intermittent
FOODS_3_124,FOODS_3,FOODS,10962,58174.72,1604,0.002534373129778555,0.14293243269423953,A,1604,1.2100997506234414,0.5491146484227398,Erratic
HOBBIES_1_155,HOBBIES_1,HOBBIES,2961,56199.78,948,0.0024483351588364542,0.145380767853076,A,948,2.0474683544303796,0.34751270631340225,Intermittent
FOODS_3_362,FOODS_3,FOODS,21609,54085.5,911,0.002356226861266166,0.14773699471434215,A,911,2.1306256860592754,0.22642294974807428,Intermittent
HOUSEHOLD_1_494,HOUSEHOLD_1,HOUSEHOLD,6608,52665.76,1702,0.0022943760967541614,0.15003137081109633,A,1702,1.1404230317273796,0.30282248915083915,Smooth
FOODS_3_516,FOODS_3,FOODS,14867,52132.06,1599,0.002271125534665288,0.15230249634576162,A,1599,1.2138836772983115,0.3364959011560225,Smooth
FOODS_2_347,FOODS_2,FOODS,25385,51103.73,1827,0.002226326489297383,0.154528822835059,A,1827,1.0623973727422003,0.2535056013725463,Smooth
FOODS_3_783,FOODS_3,FOODS,9547,50991.98,1536,0.0022214581169656767,0.15675028095202467,A,1536,1.263671875,0.5690940119153985,Erratic
FOODS_3_534,FOODS_3,FOODS,10581,50561.78,1799,0.0022027165171705984,0.15895299746919528,A,1799,1.0789327404113396,0.38617864442541533,Smooth
FOODS_3_441,FOODS_3,FOODS,7527,49651.46000000001,530,0.0021630585601146815,0.16111605602930995,A,530,3.6622641509433964,0.34199435287791435,Intermittent
HOBBIES_1_158,HOBBIES_1,HOBBIES,2161,49596.78,457,0.0021606764339482587,0.16327673246325822,A,457,4.2472647702407,0.2703292837550801,Intermittent
FOODS_3_592,FOODS_3,FOODS,6803,48913.44,1447,0.0021309068272444727,0.1654076392905027,A,1447,1.34139599170698,0.3260456020496158,Intermittent
FOODS_3_744,FOODS_3,FOODS,23568,48836.939999999995,1788,0.0021275741159838416,0.16753521340648656,A,1788,1.0855704697986577,0.22310961352453546,Smooth
FOODS_3_741,FOODS_3,FOODS,35820,48374.48,1817,0.002107427114028398,0.16964264052051495,A,1817,1.0682443588332415,0.4470713865644803,Smooth
FOODS_3_697,FOODS_3,FOODS,15626,47261.18,1899,0.002058926363094273,0.1717015668836092,A,1899,1.0221169036334914,0.25993641631793146,Smooth
HOUSEHOLD_1_440,HOUSEHOLD_1,HOUSEHOLD,3122,47142.340000000004,1315,0.0020537491159542285,0.17375531599956345,A,1315,1.4760456273764258,0.44932785222198796,Intermittent
HOBBIES_1_078,HOBBIES_1,HOBBIES,3758,46953.89,1332,0.002045539319391275,0.17580085531895473,A,1332,1.4572072072072073,0.44602814508706695,Intermittent
FOODS_3_694,FOODS_3,FOODS,29362,46752.66,1933,0.002036772764005958,0.1778376280829607,A,1933,1.0041386445938956,0.1931681334558668,Smooth
FOODS_3_324,FOODS_3,FOODS,14850,46664.42,1641,0.0020329286013701657,0.17987055668433086,A,1641,1.182815356489945,0.40974347087529633,Smooth
FOODS_3_083,FOODS_3,FOODS,2486,46613.23,1192,0.002030698516540993,0.18190125520087186,A,1192,1.6283557046979866,0.38168480934745813,Intermittent
FOODS_3_808,FOODS_3,FOODS,46094,46105.82,1528,0.002008593274439597,0.18390984847531144,A,1528,1.2702879581151831,0.6186290748040812,Erratic
FOODS_3_499,FOODS_3,FOODS,18211,45585.46,1039,0.001985923867490813,0.18589577234280225,A,1039,1.8681424446583252,0.25452126569274963,Intermittent
FOODS_3_231,FOODS_3,FOODS,8504,45299.08,1434,0.001973447764865721,0.18786922010766796,A,1434,1.3535564853556485,0.5516932658726671,Lumpy
HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,12106,44246.02,1075,0.0019275713606811437,0.1897967914683491,A,1075,1.805581395348837,0.22689224370093589,Intermittent
FOODS_3_753,FOODS_3,FOODS,8316,44037.18,1532,0.0019184732767638863,0.191715264745113,A,1532,1.266971279373368,0.6509458907163059,Erratic
FOODS_3_079,FOODS_3,FOODS,7332,43850.86,1412,0.0019103562733379937,0.193625621018451,A,1412,1.3746458923512748,0.6085777315254481,Lumpy
FOODS_2_052,FOODS_2,FOODS,3395,43578.76,966,0.0018985022768148864,0.19552412329526586,A,966,2.0093167701863353,0.31774356048695535,Intermittent
FOODS_3_156,FOODS_3,FOODS,11217,42959.659999999996,1849,0.0018715312762729685,0.19739565457153882,A,1849,1.0497566252028123,0.4432319698796283,Smooth
FOODS_3_318,FOODS_3,FOODS,32973,41969.74,1362,0.0018284055569118718,0.1992240601284507,A,1362,1.4251101321585904,0.8752682932741653,Lumpy
FOODS_3_695,FOODS_3,FOODS,10428,41540.84,1741,0.0018097205914257978,0.2010337807198765,A,1741,1.1148765077541642,0.4141305506675652,Smooth
HOUSEHOLD_1_140,HOUSEHOLD_1,HOUSEHOLD,2757,41433.41,1322,0.0018050404192593982,0.20283882113913587,A,1322,1.4682299546142208,0.3278049867647607,Intermittent
HOUSEHOLD_1_413,HOUSEHOLD_1,HOUSEHOLD,2301,41348.969999999994,1148,0.0018013618030653102,0.20464018294220118,A,1148,1.6907665505226481,0.32963906109796237,Intermittent
FOODS_3_491,FOODS_3,FOODS,29211,39698.479999999996,1465,0.0017294584487050624,0.20636964139090624,A,1465,1.324914675767918,0.35149618556266826,Intermittent
HOUSEHOLD_1_072,HOUSEHOLD_1,HOUSEHOLD,4959,39640.82,1675,0.0017269464992764614,0.2080965878901827,A,1675,1.1588059701492537,0.3275031206696256,Smooth
FOODS_3_723,FOODS_3,FOODS,28840,39126.409999999996,1476,0.001704536303203504,0.2098011241933862,A,1476,1.315040650406504,0.39895960860783386,Smooth
FOODS_3_455,FOODS_3,FOODS,17600,38154.4,1313,0.0016621908303610727,0.21146331502374727,A,1313,1.4782939832444784,0.510576233193126,Lumpy
FOODS_3_704,FOODS_3,FOODS,8936,38041.38,1689,0.0016572671306659546,0.21312058215441324,A,1689,1.1492007104795736,0.3586530315161361,Smooth
HOBBIES_1_064,HOBBIES_1,HOBBIES,2925,37919.04,1334,0.00165193740654013,0.21477251956095336,A,1334,1.4550224887556222,0.3204217141947112,Intermittent
FOODS_2_131,FOODS_2,FOODS,6303,37655.86,1256,0.0016404720085064974,0.21641299156945987,A,1256,1.5453821656050954,0.36192035390693456,Intermittent
FOODS_3_469,FOODS_3,FOODS,6093,37478.72,1675,0.0016327549304318806,0.21804574649989175,A,1675,1.1588059701492537,0.3890177703233425,Smooth
FOODS_3_263,FOODS_3,FOODS,13632,37355.5,1571,0.0016273868692353451,0.2196731333691271,A,1571,1.2355187778485042,0.2890315318328577,Smooth
FOODS_3_541,FOODS_3,FOODS,36420,36432.48,1524,0.00158717563854531,0.2212603090076724,A,1524,1.2736220472440944,0.6046925711787531,Erratic
FOODS_3_368,FOODS_3,FOODS,6039,36124.72,1444,0.0015737681193613647,0.22283407712703376,A,1444,1.3441828254847645,0.637880855515412,Lumpy
HOUSEHOLD_1_514,HOUSEHOLD_1,HOUSEHOLD,9865,36087.48,1074,0.0015721457642326603,0.22440622289126644,A,1074,1.8072625698324023,0.2653101154655216,Intermittent
FOODS_3_681,FOODS_3,FOODS,33533,35393.38,1762,0.0015419073997097316,0.22594813029097616,A,1762,1.101589103291714,0.7347112138932632,Erratic
HOUSEHOLD_1_469,HOUSEHOLD_1,HOUSEHOLD,1962,35257.14,1066,0.0015359721241260927,0.22748410241510225,A,1066,1.820825515947467,0.315126536925206,Intermittent
FOODS_3_635,FOODS_3,FOODS,34681,34685.08,1463,0.0015110504142730652,0.22899515282937533,A,1463,1.326725905673274,0.619987476100059,Lumpy
FOODS_2_293,FOODS_2,FOODS,8762,34555.43,1785,0.0015054022310712243,0.23050055506044656,A,1785,1.0873949579831932,0.4542458256425049,Smooth
FOODS_3_377,FOODS_3,FOODS,21518,34434.54,1932,0.0015001356759823657,0.23200069073642893,A,1932,1.0046583850931676,0.1781914798089483,Smooth
HOUSEHOLD_1_537,HOUSEHOLD_1,HOUSEHOLD,2155,34415.67,1230,0.0014993136072047432,0.23350000434363366,A,1230,1.578048780487805,0.28345998138092393,Intermittent
FOODS_2_349,FOODS_2,FOODS,5705,34081.78,1274,0.0014847677384098139,0.23498477208204346,A,1274,1.5235478806907379,0.36290444861926563,Intermittent
HOUSEHOLD_1_373,HOUSEHOLD_1,HOUSEHOLD,9911,33657.22,1822,0.0014662718443861076,0.23645104392642957,A,1822,1.0653128430296377,0.3990690556019795,Smooth
HOBBIES_1_241,HOBBIES_1,HOBBIES,1638,33300.200000000004,426,0.0014507183205394346,0.23790176224696902,A,426,4.556338028169014,0.3981536125298245,Intermittent
FOODS_3_739,FOODS_3,FOODS,22172,33258.0,1091,0.0014488798837394522,0.23935064213070847,A,1091,1.7791017415215398,0.311538176922941,Intermittent
FOODS_3_652,FOODS_3,FOODS,8261,32878.78,1614,0.0014323592201543997,0.24078300135086286,A,1614,1.2026022304832713,0.2900482665116348,Smooth
FOODS_3_389,FOODS_3,FOODS,20375,32429.9,1928,0.0014128038289037844,0.24219580517976666,A,1928,1.0067427385892116,0.24182447840748622,Smooth
FOODS_3_039,FOODS_3,FOODS,8050,32372.6,1308,0.001410307562822292,0.24360611274258895,A,1308,1.4839449541284404,0.42401109316114877,Intermittent
HOUSEHOLD_1_096,HOUSEHOLD_1,HOUSEHOLD,8731,32109.56,1056,0.0013988482638680909,0.24500496100645705,A,1056,1.8380681818181819,0.31862622216017655,Intermittent
FOODS_3_668,FOODS_3,FOODS,20088,32042.74,1932,0.0013959372603852757,0.24640089826684233,A,1932,1.0046583850931676,0.19009026367816578,Smooth
FOODS_2_371,FOODS_2,FOODS,15975,32024.7,1849,0.0013951513504357098,0.24779604961727805,A,1849,1.0497566252028123,0.22213080666067497,Smooth
FOODS_3_136,FOODS_3,FOODS,7349,31537.22,1611,0.0013739143558562008,0.24916996397313426,A,1611,1.2048417132216014,0.34839866660481744,Smooth
FOODS_3_139,FOODS_3,FOODS,6318,31318.74,1629,0.001364396306755251,0.2505343602798895,A,1629,1.1915285451197053,0.30601193955894784,Smooth
FOODS_3_572,FOODS_3,FOODS,11407,31245.34,1565,0.0013611986465391682,0.2518955589264287,A,1565,1.2402555910543132,0.3123038092889093,Smooth
HOBBIES_1_258,HOBBIES_1,HOBBIES,2714,30809.07,1325,0.0013421926080858936,0.25323775153451455,A,1325,1.4649056603773585,0.3872095471056527,Intermittent
FOODS_3_822,FOODS_3,FOODS,8186,30609.18,1522,0.0013334844296037033,0.25457123596411824,A,1522,1.2752956636005257,0.537102692689017,Erratic
HOUSEHOLD_1_409,HOUSEHOLD_1,HOUSEHOLD,10278,30446.28,1170,0.0013263877150369477,0.2558976236791552,A,1170,1.658974358974359,0.3080077815316929,Intermittent
FOODS_3_064,FOODS_3,FOODS,27281,30068.04,1456,0.0013099097450079138,0.2572075334241631,A,1456,1.3331043956043955,0.38906364504463775,Intermittent
HOUSEHOLD_1_177,HOUSEHOLD_1,HOUSEHOLD,3958,29873.13,1296,0.001301418519494063,0.25850895194365714,A,1296,1.4976851851851851,0.3782122433810534,Intermittent
FOODS_3_227,FOODS_3,FOODS,11464,29697.0,1708,0.001293745441921057,0.2598026973855782,A,1708,1.1364168618266979,0.3299356846141784,Smooth
HOUSEHOLD_1_027,HOUSEHOLD_1,HOUSEHOLD,5224,29471.679999999997,1563,0.0012839294092250387,0.26108662679480327,A,1563,1.2418426103646834,0.39898520008174915,Smooth
HOBBIES_1_134,HOBBIES_1,HOBBIES,8063,29285.68,1555,0.001275826346552132,0.2623624531413554,A,1555,1.2482315112540192,0.46433663844490153,Smooth
FOODS_1_004,FOODS_1,FOODS,15892,29181.260000000002,1323,0.0012712773045935033,0.2636337304459489,A,1323,1.4671201814058956,0.4733153642571305,Intermittent
FOODS_2_030,FOODS_2,FOODS,6485,28985.850000000002,1710,0.0012627642966531122,0.264896494742602,A,1710,1.1350877192982456,0.3124294019260799,Smooth
HOUSEHOLD_1_165,HOUSEHOLD_1,HOUSEHOLD,1614,28923.73,867,0.0012600580479797735,0.2661565527905818,A,867,2.2387543252595155,0.38831565834287457,Intermittent
HOBBIES_1_141,HOBBIES_1,HOBBIES,1980,28915.25,912,0.0012596886180256538,0.2674162414086075,A,912,2.1282894736842106,0.35103075460724403,Intermittent
FOODS_3_300,FOODS_3,FOODS,7232,28813.059999999998,1678,0.0012552367256893938,0.26867147813429687,A,1678,1.1567342073897497,0.3919946298077421,Smooth
FOODS_3_330,FOODS_3,FOODS,7226,28799.079999999998,1632,0.0012546276890433334,0.2699261058233402,A,1632,1.1893382352941178,0.42944485778754277,Smooth
FOODS_3_288,FOODS_3,FOODS,19150,28725.0,1103,0.0012514004047271563,0.27117750622806736,A,1103,1.759746146872167,0.3349630841668941,Intermittent
HOBBIES_1_297,HOBBIES_1,HOBBIES,1932,28699.52,1084,0.0012502903722706742,0.27242779660033806,A,1084,1.790590405904059,0.3530662990590297,Intermittent
FOODS_3_319,FOODS_3,FOODS,28434,28432.62,1559,0.0012386629129835837,0.27366645951332164,A,1559,1.2450288646568313,0.5674929547636558,Erratic
FOODS_1_012,FOODS_1,FOODS,5290,28422.18,1295,0.001238208095917427,0.27490466760923904,A,1295,1.4988416988416988,0.359597080373423,Intermittent
FOODS_3_811,FOODS_3,FOODS,15040,28104.6,1421,0.0012243727698762344,0.2761290403791153,A,1421,1.365939479239972,0.3764893147354235,Intermittent
FOODS_3_772,FOODS_3,FOODS,5352,28083.38,1219,0.001223448323693874,0.27735248870280915,A,1219,1.5922887612797374,0.7107806195297371,Lumpy
HOBBIES_1_099,HOBBIES_1,HOBBIES,1887,27955.920000000002,858,0.0012178955475202788,0.27857038425032943,A,858,2.262237762237762,0.3326510449254359,Intermittent
FOODS_3_363,FOODS_3,FOODS,11423,27937.89,1711,0.0012171100732192436,0.27978749432354866,A,1711,1.1344243132670953,0.6250064670651128,Erratic
FOODS_2_194,FOODS_2,FOODS,4012,27924.800000000003,1182,0.0012165398092924247,0.2810040341328411,A,1182,1.6421319796954315,0.4233571194654068,Intermittent
FOODS_3_127,FOODS_3,FOODS,7897,27839.96,1844,0.0012128437671571051,0.28221687789999816,A,1844,1.0526030368763557,0.5128803415523416,Erratic
FOODS_2_183,FOODS_2,FOODS,3140,27743.55,1125,0.0012086436796716483,0.2834255215796698,A,1125,1.7253333333333334,0.43419157913042167,Intermittent
HOBBIES_1_055,HOBBIES_1,HOBBIES,3279,27716.56,1309,0.0012074678642870153,0.2846329894439568,A,1309,1.482811306340718,0.39149738861576644,Intermittent
FOODS_3_228,FOODS_3,FOODS,17454,27648.52,1929,0.0012045037116834422,0.2858374931556403,A,1929,1.0062208398133747,0.24701678719834824,Smooth
FOODS_3_230,FOODS_3,FOODS,7645,27095.1,1841,0.0011803940506918285,0.2870178872063321,A,1841,1.0543183052688756,0.46354471674097303,Smooth
HOUSEHOLD_1_066,HOUSEHOLD_1,HOUSEHOLD,8980,26970.62,1338,0.001174971097780412,0.2881928583041125,A,1338,1.4506726457399104,0.31818781870275764,Intermittent
HOUSEHOLD_1_191,HOUSEHOLD_1,HOUSEHOLD,8436,26969.78,1185,0.0011749345033038247,0.2893677928074163,A,1185,1.6379746835443039,0.31717676767455816,Intermittent
HOBBIES_1_085,HOBBIES_1,HOBBIES,1831,26952.320000000003,905,0.0011741738609690456,0.29054196666838533,A,905,2.1447513812154697,0.3698289237835419,Intermittent
HOUSEHOLD_2_176,HOUSEHOLD_2,HOUSEHOLD,5407,26872.789999999997,1345,0.0011707091482035814,0.29171267581658894,A,1345,1.4431226765799257,0.35867041140301964,Intermittent
FOODS_3_327,FOODS_3,FOODS,8479,26851.920000000002,1609,0.001169799949719799,0.2928824757663087,A,1609,1.2063393412057177,0.37064601246246875,Smooth
FOODS_3_682,FOODS_3,FOODS,7640,26776.12,891,0.0011664977338563239,0.294048973500165,A,891,2.1784511784511786,0.2980558321647506,Intermittent
HOBBIES_1_108,HOBBIES_1,HOBBIES,2103,26775.58,1140,0.0011664742088356608,0.29521544770900066,A,1140,1.7026315789473685,0.41369606181579605,Intermittent
FOODS_3_245,FOODS_3,FOODS,12170,26644.6,1313,0.0011607680843792232,0.29637621579337986,A,1313,1.4782939832444784,0.5903341177505195,Lumpy
FOODS_3_217,FOODS_3,FOODS,8976,26573.48,1888,0.0011576697520281633,0.29753388554540805,A,1888,1.0280720338983051,0.2752537439360894,Smooth
FOODS_3_203,FOODS_3,FOODS,5938,26512.280000000002,1642,0.0011550035830196587,0.2986888891284277,A,1642,1.182095006090134,0.4255363650404658,Smooth
FOODS_3_281,FOODS_3,FOODS,23242,26438.87,1278,0.0011518054871550451,0.29984069461558277,A,1278,1.5187793427230047,0.702827415789498,Lumpy
FOODS_3_481,FOODS_3,FOODS,7000,26413.04,1571,0.0011506802069999851,0.30099137482258276,A,1571,1.2355187778485042,0.3354352721435075,Smooth
FOODS_3_298,FOODS_3,FOODS,1404,26405.82,871,0.0011503656687607464,0.3021417404913435,A,871,2.2284730195177955,0.30206411711839537,Intermittent
FOODS_1_170,FOODS_1,FOODS,4890,26267.34,864,0.001144332807906208,0.3032860732992497,A,864,2.2465277777777777,0.32137011189344217,Intermittent
HOUSEHOLD_1_106,HOUSEHOLD_1,HOUSEHOLD,2881,26210.56,638,0.0011418591955483174,0.30442793249479805,A,638,3.042319749216301,0.4707997764724189,Intermittent
FOODS_2_082,FOODS_2,FOODS,4349,26047.97,1460,0.0011347759860860166,0.30556270848088407,A,1460,1.3294520547945206,0.3953674277263034,Intermittent
HOBBIES_1_345,HOBBIES_1,HOBBIES,3418,26015.4,1372,0.0011333570788211963,0.30669606555970524,A,1372,1.4147230320699709,0.5052234419502311,Lumpy
HOBBIES_1_364,HOBBIES_1,HOBBIES,2054,25702.85,1100,0.001119740883990997,0.3078158064436962,A,1100,1.7645454545454546,0.37856547553097575,Intermittent
HOUSEHOLD_1_222,HOUSEHOLD_1,HOUSEHOLD,2508,25495.760000000002,788,0.00111071903856663,0.30892652548226285,A,788,2.463197969543147,0.4382343525476856,Intermittent
HOBBIES_1_089,HOBBIES_1,HOBBIES,3139,25112.79,1413,0.001094035006782527,0.31002056048904536,A,1413,1.3736730360934182,0.43678124578807,Intermittent
FOODS_3_562,FOODS_3,FOODS,5029,25013.72,1613,0.001089719036787877,0.31111027952583326,A,1613,1.203347799132052,0.3993462100070413,Smooth
HOUSEHOLD_1_100,HOUSEHOLD_1,HOUSEHOLD,3106,24904.579999999998,1393,0.0010849643687227098,0.31219524389455594,A,1393,1.3933955491744436,0.35293344583390274,Intermittent
HOBBIES_1_324,HOBBIES_1,HOBBIES,1681,24804.0,999,0.001080582615799909,0.31327582651035585,A,999,1.942942942942943,0.34058484590504967,Intermittent
FOODS_2_181,FOODS_2,FOODS,12235,24533.72,1809,0.0010688079073094075,0.31434463441766525,A,1809,1.0729684908789385,0.2725454148897937,Smooth
HOBBIES_1_300,HOBBIES_1,HOBBIES,2591,24526.73,1183,0.0010685033889863773,0.31541313780665164,A,1183,1.6407438715131022,0.37287609366029184,Intermittent
FOODS_2_060,FOODS_2,FOODS,3337,24467.88,1290,0.0010659395973826107,0.31647907740403425,A,1290,1.5046511627906978,0.36482107175867423,Intermittent
FOODS_3_676,FOODS_3,FOODS,3401,24363.980000000003,1221,0.0010614132091475838,0.31754049061318185,A,1221,1.5896805896805897,0.44559694920876763,Intermittent
FOODS_3_755,FOODS_3,FOODS,23374,24318.19,1457,0.001059418374525044,0.3185999089877069,A,1457,1.3321894303363075,0.3711595019042829,Intermittent
FOODS_3_727,FOODS_3,FOODS,6371,24266.74,1460,0.0010571769628340705,0.319657085950541,A,1460,1.3294520547945206,0.5232824513107069,Lumpy
HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,2447,24206.940000000002,1136,0.001054571784619878,0.32071165773516086,A,1136,1.7086267605633803,0.34180259044882316,Intermittent
FOODS_3_725,FOODS_3,FOODS,8563,24182.54,1529,0.0010535088022047222,0.3217651665373656,A,1529,1.2694571615434924,0.36400446697146915,Smooth
HOBBIES_1_374,HOBBIES_1,HOBBIES,1380,24122.4,754,0.0010508888119404823,0.3228160553493061,A,754,2.5742705570291777,0.3378835341264641,Intermittent
HOBBIES_1_357,HOBBIES_1,HOBBIES,1707,24085.6,903,0.001049285625347133,0.3238653409746532,A,903,2.1495016611295683,0.449277142248267,Intermittent
FOODS_3_400,FOODS_3,FOODS,8125,24022.5,1863,0.001046536683117776,0.32491187765777096,A,1863,1.0418679549114331,0.29138958275824794,Smooth
HOBBIES_1_029,HOBBIES_1,HOBBIES,2854,23886.48,1305,0.0010406109918018147,0.32595248864957277,A,1305,1.4873563218390804,0.3672338967535847,Intermittent
HOUSEHOLD_1_497,HOUSEHOLD_1,HOUSEHOLD,1560,23643.7,768,0.0010300343167710172,0.3269825229663438,A,768,2.52734375,0.4080263533477853,Intermittent
FOODS_3_501,FOODS_3,FOODS,29004,23595.06,1679,0.0010279153223171989,0.328010438288661,A,1679,1.1560452650387134,0.4696362062479254,Smooth
FOODS_3_257,FOODS_3,FOODS,6197,23506.3,1510,0.0010240485059578052,0.32903448679461883,A,1510,1.2854304635761589,0.4045831775063889,Smooth
FOODS_1_043,FOODS_1,FOODS,12837,23496.94,1436,0.001023640738932975,0.3300581275335518,A,1436,1.3516713091922006,0.47019455763240964,Intermittent
HOBBIES_1_225,HOBBIES_1,HOBBIES,769,23467.64,607,0.0010223642887377269,0.33108049182228955,A,607,3.197693574958814,0.15706314163708812,Intermittent
FOODS_3_407,FOODS_3,FOODS,7823,23414.2,1770,0.0010200361829891238,0.3321005280052787,A,1770,1.0966101694915253,0.40754028641336115,Smooth
FOODS_3_295,FOODS_3,FOODS,28691,23350.88,1695,0.0010172776564920892,0.33311780566177074,A,1695,1.1451327433628318,0.4143816650192043,Smooth
HOUSEHOLD_1_310,HOUSEHOLD_1,HOUSEHOLD,3144,23324.63,1098,0.0010161340790987353,0.33413393974086947,A,1098,1.7677595628415301,0.34438596355168605,Intermittent
